UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF
9110,L56289,L,297.5,308.6,1513,39.7,32,0,0,0,0,0,0
9111,M23970,M,297.6,308.6,1389,49,34,0,0,0,0,0,0
9112,L56291,L,297.6,308.6,1351,51,37,0,0,0,0,0,0
9113,M23972,M,297.6,308.6,1482,38.3,39,0,0,0,0,0,0
9114,L56293,L,297.6,308.6,1744,28.5,42,0,0,0,0,0,0
9115,L56294,L,297.6,308.7,1476,39,44,0,0,0,0,0,0
9116,M23975,M,297.6,308.6,1444,48.2,46,0,0,0,0,0,0
9117,H38530,H,297.6,308.7,1659,32.1,49,0,0,0,0,0,0
9118,M23977,M,297.6,308.7,1475,46.6,54,0,0,0,0,0,0
9119,L56298,L,297.6,308.6,1526,42.1,57,0,0,0,0,0,0
9120,M23979,M,297.4,308.4,1675,29.5,59,0,0,0,0,0,0
9121,L56300,L,297.4,308.4,1525,38.7,62,0,0,0,0,0,0
9122,L56301,L,297.3,308.3,1396,45.9,64,0,0,0,0,0,0
9123,L56302,L,297.4,308.4,1580,41.2,66,0,0,0,0,0,0
9124,L56303,L,297.4,308.5,1462,42.8,68,0,0,0,0,0,0
9125,L56304,L,297.4,308.4,1426,50.4,70,0,0,0,0,0,0
9126,L56305,L,297.4,308.5,1569,34.2,72,0,0,0,0,0,0
9127,L56306,L,297.4,308.5,1477,40.7,74,0,0,0,0,0,0
9128,L56307,L,297.4,308.5,1761,27.2,76,0,0,0,0,0,0
9129,M23988,M,297.5,308.6,1486,45.9,78,0,0,0,0,0,0
9130,L56309,L,297.6,308.6,1664,30.1,81,0,0,0,0,0,0
9131,L56310,L,297.6,308.6,1576,32.7,83,0,0,0,0,0,0
9132,H38545,H,297.6,308.6,1463,46.7,85,0,0,0,0,0,0
9133,M23992,M,297.6,308.6,1585,42,90,0,0,0,0,0,0
9134,L56313,L,297.7,308.7,1479,45.7,93,0,0,0,0,0,0
9135,L56314,L,297.7,308.7,1449,40.2,95,0,0,0,0,0,0
9136,H38549,H,297.7,308.8,1404,50.3,97,0,0,0,0,0,0
9137,L56316,L,297.7,308.7,1694,29.1,102,0,0,0,0,0,0
9138,L56317,L,297.7,308.7,1731,28.4,104,0,0,0,0,0,0
9139,L56318,L,297.6,308.6,1522,37,106,0,0,0,0,0,0
9140,L56319,L,297.5,308.5,1536,36.9,108,0,0,0,0,0,0
9141,L56320,L,297.5,308.5,1373,39.9,110,0,0,0,0,0,0
9142,L56321,L,297.5,308.5,1597,36.4,112,0,0,0,0,0,0
9143,L56322,L,297.6,308.5,1678,34.2,114,0,0,0,0,0,0
9144,L56323,L,297.6,308.5,1452,42.6,116,0,0,0,0,0,0
9145,M24004,M,297.5,308.5,1447,41.6,118,0,0,0,0,0,0
9146,L56325,L,297.6,308.5,1574,37.1,121,0,0,0,0,0,0
9147,L56326,L,297.6,308.6,1528,40,123,0,0,0,0,0,0
9148,L56327,L,297.7,308.7,1688,27.2,125,0,0,0,0,0,0
9149,L56328,L,297.6,308.6,1393,40.4,127,0,0,0,0,0,0
9150,M24009,M,297.5,308.6,1429,50.5,129,0,0,0,0,0,0
9151,M24010,M,297.5,308.6,1347,57,132,0,0,0,0,0,0
9152,L56331,L,297.6,308.6,1553,40.5,135,0,0,0,0,0,0
9153,L56332,L,297.5,308.6,1260,53.6,137,0,0,0,0,0,0
9154,L56333,L,297.5,308.6,1546,33.8,139,0,0,0,0,0,0
9155,L56334,L,297.5,308.6,1596,36,141,0,0,0,0,0,0
9156,L56335,L,297.5,308.5,1340,57.4,143,0,0,0,0,0,0
9157,M24016,M,297.5,308.4,1369,54.8,145,0,0,0,0,0,0
9158,L56337,L,297.5,308.5,1462,52.3,148,0,0,0,0,0,0
9159,H38572,H,297.4,308.4,1487,46.2,150,0,0,0,0,0,0
9160,M24019,M,297.5,308.6,1510,35.5,155,0,0,0,0,0,0
9161,H38574,H,297.5,308.5,1671,28,158,0,0,0,0,0,0
9162,M24021,M,297.5,308.5,1612,30,163,0,0,0,0,0,0
9163,M24022,M,297.6,308.6,1509,39.7,166,0,0,0,0,0,0
9164,L56343,L,297.6,308.6,1415,47.3,169,0,0,0,0,0,0
9165,L56344,L,297.6,308.6,2384,14.4,171,0,0,0,0,0,0
9166,L56345,L,297.6,308.6,1326,62.4,173,0,0,0,0,0,0
9167,M24026,M,297.6,308.6,1390,53.4,175,0,0,0,0,0,0
9168,M24027,M,297.6,308.7,1392,41.2,178,0,0,0,0,0,0
9169,H38582,H,297.6,308.8,1385,44.4,181,0,0,0,0,0,0
9170,L56349,L,297.7,308.8,1896,24.5,186,0,0,0,0,0,0
9171,L56350,L,297.7,308.7,1474,46.8,188,0,0,0,0,0,0
9172,M24031,M,297.7,308.8,1388,45.6,190,0,0,0,0,0,0
9173,L56352,L,297.7,308.9,1715,27.2,193,0,0,0,0,0,0
9174,H38587,H,297.8,308.9,1650,32.2,195,0,0,0,0,0,0
9175,L56354,L,297.8,308.9,1871,25.6,200,1,1,0,0,0,0
9176,L56355,L,297.8,309,1403,64.2,0,1,0,0,1,0,0
9177,L56356,L,297.8,308.9,1518,40.4,2,0,0,0,0,0,0
9178,L56357,L,297.9,309.1,1504,43,4,0,0,0,0,0,0
9179,L56358,L,297.8,309,1340,56.9,6,0,0,0,0,0,0
9180,H38593,H,297.9,309.1,1435,44.7,8,0,0,0,0,0,0
9181,L56360,L,297.9,309.1,1507,36.9,13,0,0,0,0,0,0
9182,L56361,L,297.9,309.1,1521,36.1,15,0,0,0,0,0,0
9183,M24042,M,297.8,309,1576,45,17,0,0,0,0,0,0
9184,L56363,L,297.9,309.1,1543,36.6,20,0,0,0,0,0,0
9185,L56364,L,298,309.2,1665,36.6,22,0,0,0,0,0,0
9186,L56365,L,297.9,309.1,1442,50.3,24,0,0,0,0,0,0
9187,L56366,L,297.9,309,1629,29,26,0,0,0,0,0,0
9188,L56367,L,297.9,309,1379,47.3,28,0,0,0,0,0,0
9189,L56368,L,297.9,309,1502,40.2,30,0,0,0,0,0,0
9190,L56369,L,297.9,309.1,1595,32,32,0,0,0,0,0,0
9191,M24050,M,298,309,1439,38.5,34,0,0,0,0,0,0
9192,M24051,M,297.9,309,1970,21.6,37,0,0,0,0,0,0
9193,L56372,L,297.9,309,1562,35.8,40,0,0,0,0,0,0
9194,M24053,M,297.9,309,1530,40.9,42,0,0,0,0,0,0
9195,L56374,L,297.9,308.9,1393,40.6,45,0,0,0,0,0,0
9196,L56375,L,297.9,309,1532,37.6,47,0,0,0,0,0,0
9197,L56376,L,298,308.9,1607,37.7,49,0,0,0,0,0,0
9198,M24057,M,297.9,308.8,1469,49,51,0,0,0,0,0,0
9199,M24058,M,297.9,308.8,1538,37.6,54,0,0,0,0,0,0
9200,L56379,L,297.9,308.8,1613,31.4,57,0,0,0,0,0,0
9201,M24060,M,297.9,308.8,1602,32.1,59,0,0,0,0,0,0
9202,L56381,L,297.8,308.7,1404,44.2,62,0,0,0,0,0,0
9203,L56382,L,297.8,308.8,1548,36.9,64,0,0,0,0,0,0
9204,L56383,L,297.8,308.8,1559,35.2,66,0,0,0,0,0,0
9205,L56384,L,297.8,308.8,1621,36.1,68,0,0,0,0,0,0
9206,L56385,L,297.8,308.8,1579,32.9,70,0,0,0,0,0,0
9207,M24066,M,297.9,308.9,1547,44,72,0,0,0,0,0,0
9208,L56387,L,297.9,308.8,1386,48.6,75,0,0,0,0,0,0
9209,L56388,L,298,308.9,1406,40.9,77,0,0,0,0,0,0
9210,M24069,M,298,309,1393,55.9,79,0,0,0,0,0,0
9211,M24070,M,297.9,309,2456,13.9,82,0,0,0,0,0,0
9212,M24071,M,298,309,1409,49.1,85,0,0,0,0,0,0
9213,L56392,L,298,308.9,1390,53.9,88,0,0,0,0,0,0
9214,L56393,L,298,309,1679,32.4,90,0,0,0,0,0,0
9215,L56394,L,298,308.9,1508,37.1,92,0,0,0,0,0,0
9216,L56395,L,297.9,308.8,1681,31.7,94,0,0,0,0,0,0
9217,H38630,H,297.7,308.8,1469,43.7,96,0,0,0,0,0,0
9218,L56397,L,297.8,308.8,1421,49.6,101,0,0,0,0,0,0
9219,L56398,L,297.7,308.8,1354,50.2,103,0,0,0,0,0,0
9220,M24079,M,297.7,308.8,1350,57,105,0,0,0,0,0,0
9221,L56400,L,297.8,308.9,1282,58.1,108,0,0,0,0,0,0
9222,M24081,M,297.8,309,1675,30,110,0,0,0,0,0,0
9223,M24082,M,297.9,309,1525,38.5,113,0,0,0,0,0,0
9224,L56403,L,297.9,309,1382,43.9,116,0,0,0,0,0,0
9225,L56404,L,297.9,309,1450,46.8,118,0,0,0,0,0,0
9226,L56405,L,298,309.1,1820,23.6,120,0,0,0,0,0,0
9227,L56406,L,298,309.1,1822,23.5,122,0,0,0,0,0,0
9228,L56407,L,298,309.1,1473,44.3,124,0,0,0,0,0,0
9229,M24088,M,298.1,309.1,1572,37.5,126,0,0,0,0,0,0
9230,M24089,M,298.1,309,2042,17.8,129,0,0,0,0,0,0
9231,L56410,L,298.2,309.2,1922,22.6,132,0,0,0,0,0,0
9232,L56411,L,298.2,309.1,1539,36.5,134,0,0,0,0,0,0
9233,L56412,L,298.2,309.1,1350,52,136,0,0,0,0,0,0
9234,L56413,L,298.3,309.1,1403,45.1,138,0,0,0,0,0,0
9235,L56414,L,298.3,309.1,1904,20.3,140,0,0,0,0,0,0
9236,M24095,M,298.2,308.9,1592,35.2,142,0,0,0,0,0,0
9237,L56416,L,298.1,308.7,1556,31.6,145,0,0,0,0,0,0
9238,M24097,M,298.1,308.8,1811,25.4,147,0,0,0,0,0,0
9239,M24098,M,298.2,308.8,1456,41.2,150,0,0,0,0,0,0
9240,H38653,H,298.2,308.8,1436,51.9,153,0,0,0,0,0,0
9241,M24100,M,298.1,308.7,1362,49.6,158,0,0,0,0,0,0
9242,L56421,L,298.1,308.7,1683,29.1,161,0,0,0,0,0,0
9243,M24102,M,298.2,308.7,1269,60.9,163,0,0,0,0,0,0
9244,L56423,L,298.3,308.8,1454,49,166,0,0,0,0,0,0
9245,L56424,L,298.3,308.8,1767,27.3,168,0,0,0,0,0,0
9246,L56425,L,298.3,308.9,1708,27.3,170,0,0,0,0,0,0
9247,L56426,L,298.3,308.9,1862,27,172,0,0,0,0,0,0
9248,L56427,L,298.3,308.9,1695,30.7,174,0,0,0,0,0,0
9249,M24108,M,298.3,309.1,1488,40.6,176,0,0,0,0,0,0
9250,L56429,L,298.3,309,1657,32.2,179,0,0,0,0,0,0
9251,H38664,H,298.3,309,1823,25.9,181,0,0,0,0,0,0
9252,M24111,M,298.2,309.1,1651,28.8,186,0,0,0,0,0,0
9253,M24112,M,298.1,309,1533,36.1,189,0,0,0,0,0,0
9254,M24113,M,298.2,309,1508,40.5,192,0,0,0,0,0,0
9255,L56434,L,298.3,309.1,1616,31.1,195,0,0,0,0,0,0
9256,L56435,L,298.2,309,1651,31.5,197,0,0,0,0,0,0
9257,L56436,L,298.2,309.1,1569,35.2,199,0,0,0,0,0,0
9258,M24117,M,298.3,309.1,1296,58.7,201,0,0,0,0,0,0
9259,H38672,H,298.3,309,1379,43.2,0,0,0,0,0,0,0
9260,M24119,M,298.2,309,1694,28,5,0,0,0,0,0,0
9261,L56440,L,298.2,309,1377,57.8,8,0,0,0,0,0,0
9262,H38675,H,298.3,309,1470,38.4,10,0,0,0,0,0,0
9263,M24122,M,298.3,309.1,1404,47,15,0,0,0,0,0,0
9264,L56443,L,298.3,309.1,1593,40.1,18,0,0,0,0,0,0
9265,M24124,M,298.3,309,1526,36.9,20,0,0,0,0,0,0
9266,M24125,M,298.3,308.9,1390,49.7,23,0,0,0,0,0,0
9267,L56446,L,298.2,308.9,1737,25.5,26,0,0,0,0,0,0
9268,L56447,L,298.2,308.8,1362,57.3,28,0,0,0,0,0,0
9269,L56448,L,298.2,308.8,1666,31.5,30,0,0,0,0,0,0
9270,L56449,L,298.2,308.8,1354,60.9,32,0,0,0,0,0,0
9271,L56450,L,298.2,308.8,1302,60.4,34,0,0,0,0,0,0
9272,L56451,L,298.2,308.7,1991,20.5,36,0,0,0,0,0,0
9273,L56452,L,298.2,308.6,1353,54.1,38,0,0,0,0,0,0
9274,H38687,H,298.2,308.7,1520,35.7,40,0,0,0,0,0,0
9275,L56454,L,298.2,308.7,1428,54.9,45,0,0,0,0,0,0
9276,L56455,L,298.2,308.7,1605,29.4,47,0,0,0,0,0,0
9277,L56456,L,298.1,308.7,1691,30.3,49,0,0,0,0,0,0
9278,L56457,L,298.2,308.7,1447,48.4,51,0,0,0,0,0,0
9279,H38692,H,298.2,308.8,1606,39.9,53,0,0,0,0,0,0
9280,M24139,M,298.2,308.8,1645,28.2,58,0,0,0,0,0,0
9281,H38694,H,298.2,308.8,1470,43.3,61,0,0,0,0,0,0
9282,L56461,L,298.2,308.9,1336,45,66,0,0,0,0,0,0
9283,M24142,M,298.2,308.9,1414,44.3,68,0,0,0,0,0,0
9284,M24143,M,298.3,309,1802,27.5,71,0,0,0,0,0,0
9285,L56464,L,298.2,308.9,1683,31.7,74,0,0,0,0,0,0
9286,M24145,M,298.2,309,1410,47.6,76,0,0,0,0,0,0
9287,L56466,L,298.2,308.9,1605,32,79,0,0,0,0,0,0
9288,L56467,L,298.2,308.9,1709,28.1,81,0,0,0,0,0,0
9289,L56468,L,298.2,308.9,1444,53.1,83,0,0,0,0,0,0
9290,L56469,L,298.2,308.9,1367,45,85,0,0,0,0,0,0
9291,L56470,L,298.2,309,1418,44.2,87,0,0,0,0,0,0
9292,L56471,L,298.2,309,1353,57.8,89,0,0,0,0,0,0
9293,L56472,L,298.2,309,1643,34.1,91,0,0,0,0,0,0
9294,L56473,L,298.3,309.1,1437,38,93,0,0,0,0,0,0
9295,L56474,L,298.1,309,1437,36.2,95,0,0,0,0,0,0
9296,M24155,M,298.2,309,1413,47.9,97,0,0,0,0,0,0
9297,H38710,H,298.2,309,1524,39.1,100,0,0,0,0,0,0
9298,M24157,M,298.1,308.9,1479,43.4,105,0,0,0,0,0,0
9299,L56478,L,298.1,308.9,1313,50.6,108,0,0,0,0,0,0
9300,M24159,M,298.1,308.9,1335,50.4,110,0,0,0,0,0,0
9301,L56480,L,298.1,308.9,1367,41.9,113,0,0,0,0,0,0
9302,M24161,M,298.1,308.9,1459,50.3,115,0,0,0,0,0,0
9303,M24162,M,298.1,308.9,1804,25.1,118,0,0,0,0,0,0
9304,L56483,L,298.2,309,1491,38.3,121,0,0,0,0,0,0
9305,L56484,L,298.3,309.1,1537,43,123,0,0,0,0,0,0
9306,H38719,H,298.3,309.1,1646,30.2,125,0,0,0,0,0,0
9307,M24166,M,298.3,309.2,1783,28.3,130,0,0,0,0,0,0
9308,L56487,L,298.3,309.1,1395,49.8,133,0,0,0,0,0,0
9309,L56488,L,298.4,309.1,1423,48,135,0,0,0,0,0,0
9310,L56489,L,298.3,309.2,1562,37.6,137,0,0,0,0,0,0
9311,L56490,L,298.4,309.3,1549,40.8,139,0,0,0,0,0,0
9312,L56491,L,298.4,309.4,1540,43.2,141,0,0,0,0,0,0
9313,H38726,H,298.5,309.4,1573,33.6,143,0,0,0,0,0,0
9314,L56493,L,298.5,309.4,1418,45.1,148,0,0,0,0,0,0
9315,M24174,M,298.5,309.4,1565,33.7,150,0,0,0,0,0,0
9316,L56495,L,298.5,309.5,1569,41,153,0,0,0,0,0,0
9317,H38730,H,298.5,309.4,1417,41.2,155,0,0,0,0,0,0
9318,L56497,L,298.5,309.5,1480,38.1,160,0,0,0,0,0,0
9319,L56498,L,298.5,309.4,1364,44.5,162,0,0,0,0,0,0
9320,L56499,L,298.5,309.4,1911,21.5,164,0,0,0,0,0,0
9321,L56500,L,298.4,309.3,1409,43.1,166,0,0,0,0,0,0
9322,L56501,L,298.4,309.2,1335,53.5,168,0,0,0,0,0,0
9323,M24182,M,298.5,309.3,1512,38.1,170,0,0,0,0,0,0
9324,L56503,L,298.6,309.4,1447,40.2,173,0,0,0,0,0,0
9325,L56504,L,298.6,309.3,1537,37.6,175,0,0,0,0,0,0
9326,M24185,M,298.6,309.3,1510,40.8,177,0,0,0,0,0,0
9327,L56506,L,298.6,309.3,1677,31.2,180,0,0,0,0,0,0
9328,L56507,L,298.5,309.2,1504,33.7,182,0,0,0,0,0,0
9329,H38742,H,298.5,309.1,2051,19,184,0,0,0,0,0,0
9330,L56509,L,298.5,309.1,1474,41.3,189,0,0,0,0,0,0
9331,M24190,M,298.4,309,1507,36.1,191,0,0,0,0,0,0
9332,L56511,L,298.4,308.9,1496,37.9,194,0,0,0,0,0,0
9333,M24192,M,298.5,309,1921,22,196,0,0,0,0,0,0
9334,L56513,L,298.5,309,1450,40.5,199,0,0,0,0,0,0
9335,L56514,L,298.4,308.9,1402,44.8,201,0,0,0,0,0,0
9336,L56515,L,298.4,308.9,1501,50,203,0,0,0,0,0,0
9337,L56516,L,298.5,308.9,1725,31.9,205,0,0,0,0,0,0
9338,H38751,H,298.5,308.9,1500,40.3,207,0,0,0,0,0,0
9339,H38752,H,298.5,309,1531,30.8,212,0,0,0,0,0,0
9340,L56519,L,298.5,309,1458,44.8,217,0,0,0,0,0,0
9341,H38754,H,298.4,308.9,1577,37.1,0,0,0,0,0,0,0
9342,M24201,M,298.3,308.9,1363,46.1,5,0,0,0,0,0,0
9343,H38756,H,298.3,308.9,1706,31.8,8,0,0,0,0,0,0
9344,M24203,M,298.3,308.8,1391,50.4,13,0,0,0,0,0,0
9345,L56524,L,298.2,308.8,1616,33.7,16,0,0,0,0,0,0
9346,L56525,L,298.2,308.8,1442,47,18,0,0,0,0,0,0
9347,M24206,M,298.2,308.8,1626,40.4,20,0,0,0,0,0,0
9348,M24207,M,298.2,308.7,1426,42.6,23,0,0,0,0,0,0
9349,L56528,L,298.2,308.7,1436,49.1,26,0,0,0,0,0,0
9350,M24209,M,298.2,308.7,1599,36.2,28,0,0,0,0,0,0
9351,L56530,L,298.2,308.7,2186,17.8,31,0,0,0,0,0,0
9352,L56531,L,298.3,308.8,1645,30.4,33,0,0,0,0,0,0
9353,L56532,L,298.2,308.7,1780,27.9,35,0,0,0,0,0,0
9354,L56533,L,298.2,308.8,1345,44.3,37,0,0,0,0,0,0
9355,M24214,M,298.2,308.8,1607,31.9,39,0,0,0,0,0,0
9356,L56535,L,298.3,308.9,1708,28,42,0,0,0,0,0,0
9357,L56536,L,298.3,308.9,1270,52.7,44,0,0,0,0,0,0
9358,M24217,M,298.3,308.9,1646,25.4,46,0,0,0,0,0,0
9359,L56538,L,298.2,308.7,1407,45.1,49,0,0,0,0,0,0
9360,M24219,M,298.1,308.7,1581,47.4,51,0,0,0,0,0,0
9361,L56540,L,298,308.6,1532,42.6,54,0,0,0,0,0,0
9362,L56541,L,298,308.6,1610,33.1,56,0,0,0,0,0,0
9363,M24222,M,298,308.5,1682,33,58,0,0,0,0,0,0
9364,L56543,L,297.9,308.5,1519,34.3,61,0,0,0,0,0,0
9365,L56544,L,297.9,308.5,1683,28.5,63,0,0,0,0,0,0
9366,M24225,M,298,308.6,1254,55.8,65,0,0,0,0,0,0
9367,L56546,L,298,308.5,1461,48,68,0,0,0,0,0,0
9368,L56547,L,297.9,308.5,1472,45.1,70,0,0,0,0,0,0
9369,L56548,L,297.7,308.4,1510,38.6,72,0,0,0,0,0,0
9370,M24229,M,297.7,308.3,1547,36.8,74,0,0,0,0,0,0
9371,H38784,H,297.7,308.4,1418,51.9,77,0,0,0,0,0,0
9372,L56551,L,297.7,308.4,1289,51.3,82,0,0,0,0,0,0
9373,L56552,L,297.7,308.4,1487,41.4,84,0,0,0,0,0,0
9374,L56553,L,297.7,308.5,1453,45.5,86,0,0,0,0,0,0
9375,M24234,M,297.8,308.5,1466,44.7,88,0,0,0,0,0,0
9376,H38789,H,297.7,308.4,1288,49.5,91,0,0,0,0,0,0
9377,H38790,H,297.7,308.4,1738,27.7,96,0,0,0,0,0,0
9378,H38791,H,297.7,308.3,1488,41,101,0,0,0,0,0,0
9379,L56558,L,297.6,308.3,1816,28.8,106,0,0,0,0,0,0
9380,L56559,L,297.5,308.2,1419,48.5,108,0,0,0,0,0,0
9381,L56560,L,297.4,308.1,1435,45.7,110,0,0,0,0,0,0
9382,M24241,M,297.5,308.1,1480,42.4,112,0,0,0,0,0,0
9383,L56562,L,297.5,308.2,1610,33.6,115,0,0,0,0,0,0
9384,H38797,H,297.5,308.1,1548,38.2,117,0,0,0,0,0,0
9385,M24244,M,297.6,308.1,1379,57.4,122,0,0,0,0,0,0
9386,M24245,M,297.5,308.1,1907,23.5,125,0,0,0,0,0,0
9387,M24246,M,297.5,308,2033,16.7,128,0,0,0,0,0,0
9388,H38801,H,297.4,307.9,1390,52,131,0,0,0,0,0,0
9389,M24248,M,297.5,307.9,1544,37.9,136,0,0,0,0,0,0
9390,L56569,L,297.6,308,1258,57.4,139,0,0,0,0,0,0
9391,M24250,M,297.5,308,1560,39,141,0,0,0,0,0,0
9392,H38805,H,297.6,308.2,2071,18.5,144,0,0,0,0,0,0
9393,L56572,L,297.6,308.1,1437,46.3,149,0,0,0,0,0,0
9394,H38807,H,297.7,308.2,1489,43,151,0,0,0,0,0,0
9395,L56574,L,297.7,308.2,1334,53,156,0,0,0,0,0,0
9396,L56575,L,297.7,308.2,1500,39.9,158,0,0,0,0,0,0
9397,L56576,L,297.8,308.3,1498,47.3,160,0,0,0,0,0,0
9398,M24257,M,297.7,308.2,1370,53.4,162,0,0,0,0,0,0
9399,H38812,H,297.7,308.2,1526,40.1,165,0,0,0,0,0,0
9400,L56579,L,297.8,308.3,1477,44.8,170,0,0,0,0,0,0
9401,L56580,L,297.7,308.2,1446,43.9,172,0,0,0,0,0,0
9402,M24261,M,297.7,308.2,1720,25.6,174,0,0,0,0,0,0
9403,L56582,L,297.7,308.1,1734,30.7,177,0,0,0,0,0,0
9404,L56583,L,297.7,308.1,1697,29.1,179,0,0,0,0,0,0
9405,L56584,L,297.7,308.2,2007,19.3,181,0,0,0,0,0,0
9406,M24265,M,297.7,308.1,1469,48.8,183,0,0,0,0,0,0
9407,M24266,M,297.7,308.1,2189,15.6,186,0,0,0,0,0,0
9408,L56587,L,297.8,308.3,1435,50.1,189,0,0,0,0,0,0
9409,H38822,H,297.9,308.4,1637,34.5,191,0,0,0,0,0,0
9410,L56589,L,298,308.5,1664,28.3,196,0,0,0,0,0,0
9411,M24270,M,298,308.5,1666,31,198,0,0,0,0,0,0
9412,L56591,L,298,308.5,1404,46.6,201,0,0,0,0,0,0
9413,L56592,L,298,308.5,1702,26.7,203,0,0,0,0,0,0
9414,L56593,L,298.1,308.6,1439,44.9,205,0,0,0,0,0,0
9415,L56594,L,298.1,308.6,1354,53.9,207,1,0,0,0,1,0
9416,M24275,M,298.2,308.7,1361,44.2,0,0,0,0,0,0,0
9417,M24276,M,298.1,308.5,1463,45.9,3,0,0,0,0,0,0
9418,H38831,H,298.1,308.4,1515,43.8,6,0,0,0,0,0,0
9419,L56598,L,298,308.4,1432,46.2,11,0,0,0,0,0,0
9420,L56599,L,298,308.4,1911,22,13,0,0,0,0,0,0
9421,L56600,L,298,308.4,1472,42,15,0,0,0,0,0,0
9422,M24281,M,298.1,308.5,1382,54.5,17,0,0,0,0,0,0
9423,L56602,L,298.1,308.5,1665,29.6,20,0,0,0,0,0,0
9424,L56603,L,298.1,308.5,1676,30.5,22,0,0,0,0,0,0
9425,M24284,M,298,308.5,1585,33,24,0,0,0,0,0,0
9426,M24285,M,298.1,308.6,1415,46.3,27,0,0,0,0,0,0
9427,L56606,L,298.1,308.7,1341,55.7,30,0,0,0,0,0,0
9428,L56607,L,298.2,308.8,1540,34.8,32,0,0,0,0,0,0
9429,H38842,H,298.2,308.8,1837,28.4,34,0,0,0,0,0,0
9430,L56609,L,298.2,308.8,1498,36,39,0,0,0,0,0,0
9431,L56610,L,298.1,308.7,1671,28.8,41,0,0,0,0,0,0
9432,L56611,L,298,308.6,1430,57,43,0,0,0,0,0,0
9433,L56612,L,298,308.7,1619,40.1,45,0,0,0,0,0,0
9434,M24293,M,298,308.7,1430,51.9,47,0,0,0,0,0,0
9435,L56614,L,298,308.6,1626,33.3,50,0,0,0,0,0,0
9436,L56615,L,298,308.7,1443,49.3,52,0,0,0,0,0,0
9437,L56616,L,298,308.6,1481,42.5,54,0,0,0,0,0,0
9438,M24297,M,298.1,308.7,1527,43,56,0,0,0,0,0,0
9439,M24298,M,298.1,308.7,1315,56.8,59,0,0,0,0,0,0
9440,M24299,M,298.1,308.8,1433,48.2,62,0,0,0,0,0,0
9441,M24300,M,298.1,308.8,1378,53.5,65,0,0,0,0,0,0
9442,L56621,L,298.1,308.8,1432,43.4,68,0,0,0,0,0,0
9443,M24302,M,298.1,308.8,1394,47.9,70,0,0,0,0,0,0
9444,H38857,H,298,308.8,1411,53.8,73,0,0,0,0,0,0
9445,L56624,L,298.1,308.9,2136,15.9,78,0,0,0,0,0,0
9446,M24305,M,298.2,309,1446,45.8,80,0,0,0,0,0,0
9447,H38860,H,298.1,308.9,1388,53.5,83,0,0,0,0,0,0
9448,M24307,M,298.1,308.9,1323,51.7,88,0,0,0,0,0,0
9449,L56628,L,298.2,309,1780,29.3,91,0,0,0,0,0,0
9450,M24309,M,298.1,308.8,1434,41.8,93,0,0,0,0,0,0
9451,M24310,M,298,308.7,1494,42.6,96,0,0,0,0,0,0
9452,H38865,H,298,308.7,1536,39.6,99,0,0,0,0,0,0
9453,M24312,M,298,308.7,1392,53.4,104,0,0,0,0,0,0
9454,H38867,H,298.2,309,1360,56.8,107,0,0,0,0,0,0
9455,L56634,L,298.4,309.2,1583,35.4,112,0,0,0,0,0,0
9456,L56635,L,298.5,309.2,1983,20.2,114,0,0,0,0,0,0
9457,L56636,L,298.5,309.3,1630,33.3,116,0,0,0,0,0,0
9458,M24317,M,298.5,309.3,1692,26.7,118,0,0,0,0,0,0
9459,L56638,L,298.4,309.1,1417,40.6,121,0,0,0,0,0,0
9460,L56639,L,298.4,309.1,1579,36.1,123,0,0,0,0,0,0
9461,M24320,M,298.4,309.2,1399,45.2,125,0,0,0,0,0,0
9462,M24321,M,298.4,309.2,1414,46.4,128,0,0,0,0,0,0
9463,L56642,L,298.5,309.3,1570,40.1,131,0,0,0,0,0,0
9464,M24323,M,298.5,309.3,1552,36.8,133,0,0,0,0,0,0
9465,L56644,L,298.6,309.4,1440,48.2,136,0,0,0,0,0,0
9466,M24325,M,298.6,309.4,1460,43.8,138,0,0,0,0,0,0
9467,L56646,L,298.6,309.4,1471,48,141,0,0,0,0,0,0
9468,L56647,L,298.6,309.3,1702,27.6,143,0,0,0,0,0,0
9469,L56648,L,298.6,309.4,1375,55.4,145,0,0,0,0,0,0
9470,L56649,L,298.6,309.4,1698,33.2,147,0,0,0,0,0,0
9471,H38884,H,298.6,309.4,1439,47.1,149,0,0,0,0,0,0
9472,M24331,M,298.6,309.4,1774,27.5,154,0,0,0,0,0,0
9473,M24332,M,298.7,309.4,1375,48.3,157,0,0,0,0,0,0
9474,L56653,L,298.7,309.5,1446,40,160,0,0,0,0,0,0
9475,M24334,M,298.7,309.6,1455,46.8,162,0,0,0,0,0,0
9476,L56655,L,298.8,309.6,1523,41.9,165,0,0,0,0,0,0
9477,M24336,M,298.8,309.6,1692,31.9,167,0,0,0,0,0,0
9478,M24337,M,298.8,309.6,1693,33.3,170,0,0,0,0,0,0
9479,L56658,L,298.8,309.6,1890,24,173,0,0,0,0,0,0
9480,H38893,H,298.9,309.6,1600,33.5,175,0,0,0,0,0,0
9481,M24340,M,298.9,309.6,1434,43.8,180,0,0,0,0,0,0
9482,L56661,L,298.9,309.6,1365,50.9,183,0,0,0,0,0,0
